60.003517,0.299822,0.721431
60.011848,0.301484,0.722515
60.020180,0.303515,0.723657
60.028511,0.305521,0.724590
60.036842,0.307282,0.725324
60.045174,0.309088,0.726319
60.053509,0.310890,0.727295
60.061836,0.312773,0.728356
60.070171,0.314774,0.729565
60.078503,0.316316,0.730377
60.086834,0.318050,0.731238
60.095165,0.320010,0.732168
60.103497,0.321866,0.733112
60.111828,0.323760,0.733923
60.120159,0.325506,0.734719
60.128490,0.327162,0.735488
60.136822,0.328903,0.736093
60.145153,0.330332,0.736399
60.153484,0.331812,0.736742
60.161816,0.333682,0.737439
60.170147,0.335398,0.737926
60.178478,0.337060,0.738167
60.186810,0.338527,0.738092
60.195145,0.339844,0.737818
60.203472,0.341194,0.737646
60.211807,0.342267,0.737281
60.220139,0.343376,0.736913
60.228470,0.344620,0.736577
60.236801,0.345852,0.735950
60.245132,0.346978,0.735388
60.253464,0.347978,0.734827
60.261795,0.348900,0.734262
60.270126,0.349974,0.733714
60.278458,0.351028,0.733167
60.286789,0.351873,0.732647
60.295120,0.352559,0.732147
60.303452,0.353566,0.731444
60.311783,0.354812,0.730615
60.320114,0.355813,0.729748
60.328445,0.356653,0.728893
60.336781,0.357451,0.728044
60.345112,0.358235,0.727163
60.353443,0.359041,0.726158
60.361774,0.359735,0.725256
60.370106,0.360265,0.724559
60.378437,0.361161,0.723309
60.386768,0.362185,0.721840
60.395100,0.362950,0.720703
60.403431,0.363614,0.719684
60.411762,0.364239,0.718723
60.420094,0.364880,0.717776
60.428425,0.365542,0.716806
60.436756,0.366225,0.715717
60.445087,0.366749,0.714728
60.453419,0.367212,0.713773
60.461750,0.367637,0.712910
60.470081,0.368024,0.712173
60.478416,0.368278,0.711701
60.486748,0.368536,0.711173
60.495079,0.368751,0.710758
60.503410,0.368902,0.710545
60.511742,0.369004,0.710412
60.520073,0.369086,0.710315
60.528404,0.369150,0.710305
60.536736,0.369201,0.710349
60.545067,0.369226,0.710346
60.553398,0.369204,0.710387
60.561729,0.369122,0.710451
60.570061,0.369024,0.710463
60.578392,0.368883,0.710369
60.586723,0.368691,0.710239
60.595055,0.368504,0.710089
60.603386,0.368339,0.709938
60.611717,0.368163,0.709795
60.620049,0.367974,0.709632
60.628384,0.367773,0.709450
60.636711,0.367565,0.709265
60.645046,0.367343,0.709196
60.653378,0.367082,0.709153
60.661709,0.366848,0.709199
60.670040,0.366649,0.709303
60.678371,0.366436,0.709321
60.686703,0.366192,0.709346
60.695034,0.365905,0.709394
60.703365,0.365585,0.709548
60.711697,0.365327,0.709613
60.720028,0.365039,0.709665
60.728359,0.364729,0.709734
60.736691,0.364400,0.709857
60.745022,0.364087,0.709828
60.753353,0.363862,0.709846
60.761684,0.363695,0.709894
60.770020,0.363527,0.709942
60.778351,0.362950,0.710035
60.786682,0.362409,0.710202
60.795013,0.361884,0.710245
60.803345,0.361304,0.710332
60.811676,0.360758,0.710377
60.820007,0.360145,0.710541
60.828339,0.359520,0.710752
60.836670,0.358930,0.710931
60.845001,0.358327,0.711103
60.853333,0.357637,0.711325
60.861664,0.356939,0.711560
60.869995,0.356281,0.711783
60.878326,0.355539,0.712052
60.886658,0.354686,0.712358
60.894993,0.353704,0.712667
60.903320,0.352650,0.712936
60.911655,0.351616,0.713105
60.919987,0.350313,0.713320
60.928318,0.348866,0.713600
60.936649,0.347452,0.713923
60.944981,0.346059,0.714221
60.953312,0.344234,0.714693
60.961643,0.342232,0.715247
60.969975,0.340315,0.715781
60.978306,0.338086,0.716466
60.986637,0.335658,0.717244
60.994968,0.333149,0.718135
61.003300,0.330697,0.719108
61.011631,0.328439,0.720073
61.019962,0.326141,0.721162
61.028294,0.323720,0.722462
61.036629,0.321037,0.724133
61.044956,0.318862,0.725534
61.053291,0.316360,0.727109
61.061623,0.313929,0.728873
61.069954,0.311836,0.730749
61.078285,0.309791,0.732566
61.086617,0.307717,0.734642
61.094948,0.305702,0.736867
61.103279,0.303825,0.739099
61.111610,0.302125,0.741243
61.119942,0.300334,0.743649
61.128273,0.298659,0.746022
61.136604,0.297215,0.748150
61.144936,0.295993,0.749838
61.153267,0.294743,0.751638
61.161598,0.293554,0.753420
61.169930,0.292707,0.754666
61.178265,0.291581,0.756301
61.186592,0.290504,0.757917
61.194927,0.289758,0.759040
61.203259,0.289039,0.759875
61.211590,0.288568,0.760504
61.219921,0.288138,0.761016
61.228252,0.287738,0.761372
61.236584,0.287486,0.762038
61.244915,0.287403,0.762612
61.253246,0.287461,0.763195
61.261578,0.212367,0.763801
61.269909,0.212066,0.764449
61.278240,0.211754,0.764896
61.286572,0.211360,0.765374
61.294903,0.210884,0.765891
61.303234,0.210144,0.766516
61.311565,0.209450,0.767096
61.319901,0.208696,0.767661
61.328232,0.207871,0.768218
61.336563,0.206957,0.768776
61.344894,0.206106,0.769172
61.353226,0.205249,0.769482
61.361557,0.204375,0.769707
61.369888,0.203401,0.769741
61.378220,0.202406,0.769575
61.386551,0.201406,0.769360
61.394882,0.200372,0.769164
61.403214,0.199213,0.769042
61.411545,0.198011,0.768891
61.419876,0.196820,0.768741
61.428207,0.195642,0.768593
61.436539,0.194024,0.768358
61.444870,0.192669,0.767974
61.453201,0.191331,0.767495
61.461533,0.189980,0.766872
61.469868,0.188624,0.765905
61.478195,0.187435,0.764963
61.486530,0.186144,0.763862
61.494862,0.184737,0.762623
61.503193,0.183436,0.761601
61.511524,0.182076,0.760541
61.519855,0.180779,0.759423
61.528187,0.179554,0.758199
61.536518,0.178290,0.756640
61.544849,0.177341,0.754946
61.553181,0.176533,0.753118
61.561512,0.175846,0.751167
61.569843,0.175263,0.749517
61.578175,0.174637,0.747492
61.586506,0.173917,0.744065
61.594837,0.173404,0.741517
61.603168,0.173010,0.738524
61.611504,0.172914,0.735310
61.619835,0.172910,0.732006
61.628166,0.173092,0.728422
61.636497,0.173753,0.724173
61.644829,0.174402,0.720718
61.653160,0.175418,0.716343
61.661491,0.176779,0.711307
61.669823,0.178326,0.706326
61.678154,0.179593,0.702350
61.686485,0.181184,0.697789
61.694817,0.183322,0.692249
61.703148,0.185953,0.685847
61.711479,0.187991,0.679804
61.719810,0.190345,0.673636
61.728142,0.192675,0.667948
61.736477,0.194596,0.663070
61.744804,0.196207,0.659076
61.753139,0.197960,0.654505
61.761471,0.199833,0.649356
61.769802,0.201452,0.644812
61.778133,0.202724,0.641165
61.786465,0.204013,0.637351
61.794796,0.205190,0.633720
61.803127,0.206167,0.630574
61.811459,0.206758,0.628428
61.819790,0.207412,0.625957
61.828121,0.208190,0.622802
61.836452,0.208698,0.620614
61.844784,0.209010,0.619165
61.853115,0.209373,0.617455
61.861446,0.209777,0.615540
61.869778,0.210178,0.613636
61.878113,0.210541,0.612030
61.886440,0.210939,0.610260
61.894775,0.211357,0.608390
61.903107,0.211741,0.606692
61.911438,0.212101,0.605042
61.919769,0.212508,0.603211
61.928101,0.212921,0.601318
61.936432,0.213262,0.599638
61.944763,0.213563,0.598038
61.953094,0.213879,0.596350
61.961426,0.214139,0.594909
61.969757,0.214292,0.593988
61.978088,0.214449,0.593043
61.986420,0.214683,0.591806
61.994751,0.214879,0.590525
62.003082,0.215054,0.589449
62.011414,0.215244,0.588248
62.019749,0.215443,0.586950
62.028076,0.215641,0.585650
62.036411,0.215840,0.584343
62.044743,0.216028,0.583096
62.053074,0.216222,0.581949
62.061405,0.216426,0.580853
62.069736,0.216684,0.579532
62.078068,0.216934,0.578431
62.086399,0.217253,0.576913
62.094730,0.217642,0.574948
62.103062,0.218040,0.572886
62.111393,0.218485,0.571092
62.119724,0.218882,0.569854
62.128056,0.219254,0.568967
62.136387,0.219714,0.568363
62.144718,0.220156,0.567578
62.153049,0.220613,0.566559
62.161385,0.221126,0.565106
62.169716,0.221757,0.562886
62.178047,0.222334,0.560558
62.186378,0.223013,0.557874
62.194710,0.223769,0.554964
62.203041,0.224525,0.552216
62.211372,0.225223,0.549884
62.219704,0.225858,0.547623
62.228035,0.226476,0.545540
