Wall time,Step,Value
1699109025.4341338,0,-56.85875701904297
1699109070.2657895,5000,-54.24956130981445
1699109109.2850578,10000,-48.29657745361328
1699109145.3720307,15000,-49.33366775512695
1699109183.1385624,20000,-48.40380096435547
1699109221.5168953,25000,-48.145023345947266
1699109259.8477304,30000,-39.99715042114258
1699109298.6619189,35000,-46.3563346862793
1699109339.1038632,40000,-40.224910736083984
1699109379.0879014,45000,-41.39741897583008
1699109416.6047175,50000,-36.66408920288086
1699109458.6742592,55000,-38.448280334472656
1699109505.8945432,60000,-40.35673141479492
1699109545.5564828,65000,-33.65334701538086
1699109587.6841416,70000,-31.990049362182617
1699109630.1046238,75000,-28.07219696044922
1699109674.0204344,80000,-23.567058563232422
1699109719.9864814,85000,-20.877988815307617
1699109758.1963708,90000,-18.046226501464844
1699109799.5349038,95000,-18.303709030151367
1699109839.2729738,100000,-23.402589797973633
1699109878.1139965,105000,-10.203043937683105
1699109916.880489,110000,-0.10273049026727676
1699109958.7182283,115000,0.5291335582733154
1699109998.8531783,120000,3.860316038131714
1699110037.9795105,125000,-3.4215517044067383
1699110076.834713,130000,12.835594177246094
1699110118.1405058,135000,23.614227294921875
1699110157.7736707,140000,20.993011474609375
1699110195.8644166,145000,26.761728286743164
1699110237.0819488,150000,31.290781021118164
1699110276.6139688,155000,29.955055236816406
1699110317.3762898,160000,36.926334381103516
1699110356.9553027,165000,32.8172492980957
1699110396.4817295,170000,27.86684799194336
1699110434.1704533,175000,29.521900177001953
1699110476.85973,180000,20.958742141723633
1699110515.770923,185000,26.80971908569336
1699110556.2496169,190000,31.487287521362305
1699110597.414012,195000,34.25659942626953
1699110639.3190486,200000,31.315248489379883
1699110678.566756,205000,26.92673110961914
1699110715.5077267,210000,25.779531478881836
1699110759.8231957,215000,20.40361213684082
1699110797.5430484,220000,21.174623489379883
1699110833.6310735,225000,17.711984634399414
1699110874.6115205,230000,22.30701446533203
1699110917.266412,235000,26.31747817993164
1699110954.4002771,240000,19.71138572692871
1699110991.9815848,245000,14.621912002563477
1699111031.1049845,250000,18.774316787719727
1699111070.1495097,255000,11.621941566467285
1699111108.3491879,260000,21.081226348876953
1699111148.5677311,265000,19.843568801879883
1699111187.6013381,270000,26.937238693237305
1699111225.103719,275000,27.97640609741211
1699111264.34613,280000,35.73904800415039
1699111308.6300786,285000,32.61151885986328
1699111352.387941,290000,26.002498626708984
1699111390.3456988,295000,24.09417724609375
1699111428.2406602,300000,33.42658996582031
1699111469.979876,305000,31.46417999267578
1699111508.1722596,310000,33.0496940612793
1699111552.0875058,315000,34.161563873291016
1699111592.500216,320000,28.522972106933594
1699111637.552951,325000,30.421072006225586
1699111685.2860413,330000,36.59903335571289
1699111724.6955156,335000,36.2723274230957
1699111771.457872,340000,37.21187973022461
1699111813.8947704,345000,34.11250686645508
1699111854.2588503,350000,31.831947326660156
1699111894.0423298,355000,32.06639099121094
1699111939.863475,360000,29.811594009399414
1699111980.9439402,365000,27.017297744750977
1699112024.720837,370000,26.7042179107666
1699112071.738328,375000,27.836891174316406
1699112115.1943176,380000,27.859899520874023
1699112169.6602647,385000,24.345827102661133
1699112212.506211,390000,17.2713623046875
1699112258.923378,395000,22.03598976135254
1699112302.1856923,400000,24.009061813354492
1699112348.2971737,405000,19.33660316467285
1699112391.5352511,410000,14.403284072875977
1699112435.6487734,415000,23.20630645751953
1699112484.3999681,420000,26.297964096069336
1699112528.499568,425000,13.279852867126465
1699112571.7874925,430000,4.519154071807861
1699112609.4030375,435000,4.593272686004639
1699112653.308564,440000,9.121879577636719
1699112694.715418,445000,12.501518249511719
1699112736.429111,450000,1.5177381038665771
1699112778.4044094,455000,10.192390441894531
1699112821.0564082,460000,19.26030158996582
1699112865.598564,465000,13.676648139953613
1699112913.3840823,470000,19.8172607421875
1699112956.5729494,475000,22.093830108642578
1699112993.8558936,480000,15.484850883483887
1699113034.217858,485000,18.380516052246094
1699113078.0729535,490000,16.093732833862305
1699113118.423648,495000,5.562247276306152
1699113162.861031,500000,17.581384658813477
1699113201.9127285,505000,18.585172653198242
1699113244.771654,510000,23.89604949951172
1699113282.4063184,515000,24.365760803222656
1699113323.9456306,520000,27.669620513916016
1699113369.7960591,525000,36.76901626586914
1699113412.8134913,530000,38.72491455078125
1699113451.843554,535000,37.1280517578125
1699113493.2303488,540000,30.719778060913086
1699113533.5926702,545000,19.620637893676758
1699113574.1982696,550000,25.4649658203125
1699113612.7193694,555000,27.22580337524414
1699113650.9663658,560000,31.923006057739258
1699113691.479573,565000,28.14655303955078
1699113732.6022305,570000,24.441831588745117
1699113776.4585428,575000,30.309293746948242
1699113816.8036175,580000,26.564014434814453
1699113863.8669605,585000,31.14188003540039
1699113906.7272425,590000,28.061073303222656
1699113944.0382845,595000,27.865571975708008
1699113984.5605748,600000,28.400951385498047
1699114023.7352386,605000,33.22044372558594
1699114066.1379962,610000,26.678030014038086
1699114110.6880662,615000,31.13810920715332
1699114151.8470376,620000,36.89617919921875
1699114193.704179,625000,24.453046798706055
1699114235.3606532,630000,16.139053344726562
1699114274.0437007,635000,8.473095893859863
1699114312.952082,640000,13.319052696228027
1699114358.1602566,645000,21.97538948059082
1699114401.0937676,650000,21.218769073486328
1699114446.1577075,655000,20.743961334228516
1699114486.787482,660000,21.240558624267578
1699114528.6371763,665000,20.459720611572266
1699114569.7135348,670000,17.94517707824707
1699114611.340517,675000,26.9263916015625
1699114652.2437713,680000,18.493837356567383
1699114691.3611329,685000,17.187644958496094
1699114733.4890804,690000,15.703861236572266
1699114773.3209922,695000,18.924406051635742
1699114815.4257398,700000,17.620023727416992
1699114856.862225,705000,9.152466773986816
1699114895.3799953,710000,11.199788093566895
1699114934.8440702,715000,21.982379913330078
1699114976.7640421,720000,20.876007080078125
1699115016.7780223,725000,23.532405853271484
1699115056.4446952,730000,28.771484375
1699115099.9931972,735000,25.163864135742188
1699115144.010417,740000,26.75461769104004
1699115193.107031,745000,27.276325225830078
1699115233.486204,750000,25.073974609375
1699115271.9155674,755000,27.236766815185547
1699115310.9454255,760000,26.41045379638672
1699115353.0457118,765000,23.88417625427246
1699115389.5889068,770000,17.671321868896484
1699115429.230921,775000,11.671257019042969
1699115470.6501222,780000,26.359760284423828
1699115510.0047138,785000,27.737075805664062
1699115546.9612665,790000,22.949525833129883
1699115587.0288172,795000,32.74033737182617
1699115624.943196,800000,27.162433624267578
1699115662.829793,805000,28.98082733154297
1699115705.6897295,810000,31.535114288330078
1699115754.0885358,815000,29.672954559326172
1699115797.7231774,820000,33.93621826171875
1699115839.9931538,825000,28.65127944946289
1699115874.4946783,830000,27.89317512512207
1699115910.8643346,835000,33.080810546875
1699115946.2580583,840000,37.143978118896484
1699115980.8649008,845000,37.308509826660156
1699116015.6870272,850000,35.96220016479492
1699116052.325146,855000,38.18191146850586
1699116086.9821703,860000,29.9460391998291
1699116121.096794,865000,34.325462341308594
1699116156.4794712,870000,27.63163948059082
1699116192.7741592,875000,28.831035614013672
1699116226.9673262,880000,27.715660095214844
1699116260.8603818,885000,25.458234786987305
1699116296.5335035,890000,23.177873611450195
1699116332.206395,895000,22.565841674804688
1699116365.9945436,900000,12.106399536132812
1699116399.8303022,905000,14.423892974853516
1699116435.5701027,910000,16.24165153503418
1699116471.5883017,915000,25.811725616455078
1699116505.350567,920000,38.86606979370117
1699116540.6726484,925000,35.96135330200195
1699116576.6118991,930000,37.76417922973633
1699116612.3641622,935000,32.581607818603516
1699116646.8203971,940000,37.644893646240234
1699116681.5741813,945000,38.85218811035156
1699116719.1384623,950000,32.92161560058594
1699116754.5293388,955000,40.173545837402344
1699116789.183386,960000,42.17784118652344
1699116824.5218709,965000,39.15401840209961
1699116861.05383,970000,39.69557571411133
1699116895.6892836,975000,34.02645492553711
1699116929.4671707,980000,36.19306945800781
1699116964.8329995,985000,36.48078536987305
1699117000.686096,990000,30.797344207763672
1699117034.4778326,995000,30.37970733642578
1699117068.2560546,1000000,23.778213500976562
1699117103.7989347,1005000,25.637723922729492
1699117139.3004422,1010000,25.336669921875
1699117173.2746108,1015000,11.989986419677734
1699117207.5068011,1020000,16.16928482055664
1699117243.9688573,1025000,24.939720153808594
1699117279.3572035,1030000,19.335710525512695
1699117313.980815,1035000,30.898319244384766
1699117349.2050831,1040000,31.877168655395508
1699117386.0259614,1045000,34.723751068115234
1699117420.8423898,1050000,36.966182708740234
1699117454.9425669,1055000,35.94935989379883
1699117490.1886876,1060000,31.02775001525879
1699117526.233069,1065000,34.99882507324219
1699117560.3009284,1070000,41.24196243286133
1699117593.9263191,1075000,39.670997619628906
1699117629.5902305,1080000,39.08673858642578
1699117665.3337162,1085000,33.318477630615234
1699117699.7063594,1090000,35.04730224609375
1699117733.980164,1095000,34.97947692871094
1699117770.136107,1100000,38.405738830566406
1699117805.90848,1105000,41.68552017211914
1699117840.2434356,1110000,41.10555648803711
1699117875.0451214,1115000,47.48307800292969
1699117911.8379796,1120000,41.581153869628906
1699117946.3309941,1125000,42.1844596862793
1699117980.2305295,1130000,36.157100677490234
1699118015.535965,1135000,29.535627365112305
1699118051.5823739,1140000,19.348915100097656
1699118085.5989845,1145000,29.24616050720215
1699118119.4859197,1150000,30.052845001220703
1699118154.805636,1155000,23.050064086914062
1699118190.0995324,1160000,17.6788387298584
1699118223.7696812,1165000,15.909309387207031
1699118258.089074,1170000,28.31798553466797
1699118294.1227405,1175000,28.748645782470703
1699118330.1841667,1180000,21.14905548095703
1699118364.59443,1185000,25.06267738342285
1699118401.4866302,1190000,27.06455421447754
1699118437.96969,1195000,21.71791648864746
1699118472.6058135,1200000,15.485871315002441
1699118509.3439271,1205000,12.94189167022705
1699118545.3533013,1210000,21.458587646484375
1699118579.645153,1215000,22.20750617980957
1699118614.5370653,1220000,24.535547256469727
1699118650.8657358,1225000,15.762298583984375
1699118685.415103,1230000,15.424230575561523
1699118719.2915745,1235000,14.746447563171387
1699118754.6067114,1240000,19.35483741760254
1699118790.254514,1245000,16.824657440185547
1699118824.1292977,1250000,6.64766263961792
1699118858.530968,1255000,3.128493070602417
1699118895.0437346,1260000,8.959737777709961
1699118931.4788673,1265000,5.683903694152832
1699118966.0707676,1270000,8.566986083984375
1699119001.2004104,1275000,19.637178421020508
1699119037.4670997,1280000,27.13137435913086
1699119071.962346,1285000,23.42075538635254
1699119105.9980018,1290000,21.262170791625977
1699119141.7130334,1295000,28.730236053466797
1699119177.6901748,1300000,29.418315887451172
1699119211.8408878,1305000,26.542566299438477
