Wall time,Step,Value
1696839108.6499593,0,980.0767211914062
1696839293.4242425,12288,909.7144775390625
1696839356.106332,16384,845.2590942382812
1696839651.9852617,40960,878.6852416992188
1696839702.072717,45056,873.8106689453125
1696839852.593657,57344,914.5816040039062
1696839903.2689378,61440,938.3468017578125
1696840055.0191,73728,843.217529296875
1696840105.2496777,77824,902.4666137695312
1696840155.3699987,81920,846.4637451171875
1696840255.5748632,90112,842.4644165039062
1696840305.8204534,94208,817.9270629882812
1696840456.2908766,106496,736.738037109375
1696840506.2685611,110592,733.8430786132812
1696840807.1408944,135168,723.7128295898438
1696840956.6431668,147456,718.7285766601562
1696841006.4142613,151552,712.5997924804688
1696841056.195835,155648,719.1973876953125
1696841105.94871,159744,715.9317016601562
1696841155.7827997,163840,713.192138671875
1696841507.9383836,192512,714.3381958007812
1696841558.491771,196608,714.22021484375
1696841609.100736,200704,714.4282836914062
1696841708.6388586,208896,714.4789428710938
1696841758.2188334,212992,714.4425659179688
1696841857.413766,221184,714.4771728515625
1696842006.6433344,233472,714.461669921875
1696842155.6374698,245760,714.4619750976562
1696842205.366692,249856,714.4619750976562
1696842255.168558,253952,714.4619750976562
1696842304.7879493,258048,714.4619750976562
1696842404.2109382,266240,714.4619750976562
1696842453.9903414,270336,714.4619750976562
1696842504.0605164,274432,714.4619750976562
1696842554.9377277,278528,714.4619750976562
1696842656.500686,286720,714.4619750976562
1696842707.4955091,290816,714.4619750976562
1696843010.9750993,315392,714.4619750976562
1696843112.0274649,323584,714.4619750976562
1696843162.3143985,327680,714.4619750976562
1696843263.1782298,335872,714.4619750976562
1696843313.6770895,339968,714.530029296875
1696843415.7782629,348160,714.5055541992188
1696843466.3688443,352256,714.617431640625
1696843623.7783692,364544,715.5572509765625
1696843676.3820357,368640,722.58056640625
1696843939.4373612,389120,719.5138549804688
1696844150.0997179,405504,727.5106201171875
1696844202.7512512,409600,718.762939453125
1696844360.8707645,421888,739.0191650390625
1696844518.5949287,434176,761.6865844726562
1696844571.1461565,438272,745.5126342773438
1696844676.2685254,446464,764.5040893554688
1696844938.8372653,466944,812.4852294921875
1696845043.8219395,475136,720.8329467773438
1696845306.5082355,495616,897.2783203125
1696845516.6448872,512000,928.2612915039062
1696845569.22175,516096,857.5068969726562
1696845674.4369314,524288,908.5634765625
1696845779.5061893,532480,914.9339599609375
1696845832.2089713,536576,980.4705810546875
1696845884.7340097,540672,854.7440795898438
1696846094.9642687,557056,931.8417358398438
1696846147.455118,561152,878.9171142578125
1696846462.9897308,585728,959.03955078125
1696846515.4390683,589824,924.0553588867188
1696846620.5381052,598016,1005.9802856445312
1696846673.2055378,602112,857.9935913085938
1696846831.067715,614400,1003.3011474609375
1696847198.2910967,643072,1001.0536499023438
1696847303.1315029,651264,1005.249755859375
1696847355.5104523,655360,999.577880859375
1696847460.4474583,663552,999.1246948242188
1696847565.3569155,671744,1010.677734375
1696847670.1517751,679936,987.631591796875
1696847879.0972254,696320,1003.024169921875
1696847931.352157,700416,978.4857788085938
1696847983.8631668,704512,1018.6871337890625
1696848140.9684725,716800,1007.5548095703125
1696848193.369295,720896,991.016845703125
1696848245.667452,724992,1008.5296020507812
1696848298.0315092,729088,1009.3857421875
1696848402.64318,737280,1029.8319091796875
1696848454.9216633,741376,1014.6387329101562
1696848611.46081,753664,1019.1036376953125
1696848663.6037755,757760,1017.2496337890625
1696848715.9742424,761856,1021.3585815429688
1696848873.082393,774144,1020.9898681640625
1696848925.5468993,778240,1020.0907592773438
1696848978.0825799,782336,1029.612548828125
1696849030.3895583,786432,1028.017578125
1696849187.9408793,798720,895.6683959960938
1696849397.55064,815104,1002.4215087890625
1696849449.88525,819200,969.0829467773438
1696849554.6846004,827392,975.2683715820312
1696849607.6246498,831488,968.201416015625
1696849660.8005228,835584,1006.8776245117188
1696849714.0438435,839680,994.84423828125
