video,user,trace,qoe_w1,qoe_w2,qoe_w3,qoe,qoe1,qoe2,qoe3
14,55,23,3.0,3.0,3.0,-0.11029,0.46792,0.3907,0.4081
14,55,13,7.0,1.0,1.0,0.28288,0.46731,0.2961,0.42921
14,55,13,1.0,7.0,1.0,-0.17695,0.4388,0.22938,0.42571
14,55,13,1.0,1.0,7.0,-0.31847,0.45977,0.26853,0.43679
14,55,13,3.0,3.0,3.0,-0.07586,0.40758,0.22174,0.41342
14,55,28,7.0,1.0,1.0,0.24796,0.52336,0.96509,0.46685
14,55,28,1.0,7.0,1.0,-0.58018,0.39782,0.75288,0.34925
14,55,28,1.0,1.0,7.0,-0.4241,0.47776,0.96236,0.47605
14,55,28,3.0,3.0,3.0,-0.28221,0.47122,0.81237,0.50548
14,55,27,7.0,1.0,1.0,0.18165,0.38231,0.60915,0.43214
14,55,27,1.0,7.0,1.0,-0.4128,0.43322,0.52051,0.50488
14,55,27,1.0,1.0,7.0,-0.39544,0.44103,0.57474,0.48932
14,55,27,3.0,3.0,3.0,-0.16013,0.42387,0.45831,0.44594
14,55,34,7.0,1.0,1.0,0.25808,0.44772,0.25519,0.55614
14,55,34,1.0,7.0,1.0,-0.19079,0.43057,0.24345,0.44355
14,55,34,1.0,1.0,7.0,-0.24115,0.4892,0.25204,0.34393
14,55,34,3.0,3.0,3.0,-0.1026,0.415,0.30505,0.41776
14,58,31,7.0,1.0,1.0,0.21146,0.46636,0.91102,0.45034
14,58,31,1.0,7.0,1.0,-0.77281,0.47826,0.99676,0.45628
14,58,31,1.0,1.0,7.0,-0.34706,0.55053,1.00371,0.38148
14,58,31,3.0,3.0,3.0,-0.27968,0.56676,0.96558,0.44023
14,58,33,7.0,1.0,1.0,-0.07018,0.46273,3.45007,0.42069
14,58,33,1.0,7.0,1.0,-2.55636,0.56553,3.30446,0.44153
14,58,33,1.0,1.0,7.0,-0.69359,0.48714,3.29519,0.49061
14,58,33,3.0,3.0,3.0,-1.0939,0.43102,3.3291,0.38362
14,58,16,7.0,1.0,1.0,0.18362,0.40624,0.82689,0.3642
14,58,16,1.0,7.0,1.0,-0.7184,0.54082,0.94431,0.39627
14,58,16,1.0,1.0,7.0,-0.43551,0.48085,0.89094,0.50136
14,58,16,3.0,3.0,3.0,-0.28059,0.50757,0.91167,0.43769
14,58,23,7.0,1.0,1.0,0.25059,0.41765,0.26637,0.40187
14,58,23,1.0,7.0,1.0,-0.22818,0.5221,0.30121,0.4672
14,58,23,1.0,1.0,7.0,-0.23056,0.37765,0.34901,0.30053
14,58,23,3.0,3.0,3.0,-0.10736,0.39113,0.29129,0.42192
14,58,13,7.0,1.0,1.0,0.25877,0.42712,0.23862,0.42227
14,58,13,1.0,7.0,1.0,-0.18205,0.45924,0.23616,0.44457
14,58,13,1.0,1.0,7.0,-0.31058,0.45003,0.26598,0.42561
14,58,13,3.0,3.0,3.0,-0.0632,0.48576,0.21896,0.45641
14,58,28,7.0,1.0,1.0,0.23212,0.47947,0.85652,0.4107
14,58,28,1.0,7.0,1.0,-0.71277,0.53258,0.92455,0.47565
14,58,28,1.0,1.0,7.0,-0.40778,0.45206,0.81507,0.47243
14,58,28,3.0,3.0,3.0,-0.30646,0.48731,0.89505,0.51165
14,58,27,7.0,1.0,1.0,0.23079,0.42111,0.52247,0.34819
14,58,27,1.0,7.0,1.0,-0.49869,0.49516,0.6446,0.47116
14,58,27,1.0,1.0,7.0,-0.34325,0.52009,0.56867,0.43439
14,58,27,3.0,3.0,3.0,-0.18522,0.40897,0.57698,0.38764
14,58,34,7.0,1.0,1.0,0.35573,0.56779,0.27902,0.49392
14,58,34,1.0,7.0,1.0,-0.20333,0.55073,0.26729,0.50968
14,58,34,1.0,1.0,7.0,-0.33329,0.49084,0.24294,0.46393
14,58,34,3.0,3.0,3.0,-0.07788,0.40258,0.22993,0.40631
14,60,31,7.0,1.0,1.0,0.25484,0.52885,0.99593,0.41252
14,60,31,1.0,7.0,1.0,-0.82102,0.51741,1.06152,0.47597
14,60,31,1.0,1.0,7.0,-0.39411,0.44228,0.92425,0.43786
14,60,31,3.0,3.0,3.0,-0.31479,0.49607,1.00678,0.43365
14,60,33,7.0,1.0,1.0,-0.04582,0.41389,2.85797,0.45159
14,60,33,1.0,7.0,1.0,-2.49687,0.47627,3.21248,0.46077
14,60,33,1.0,1.0,7.0,-0.67195,0.47339,2.92999,0.513
14,60,33,3.0,3.0,3.0,-1.06611,0.47031,3.17975,0.48888
14,60,16,7.0,1.0,1.0,0.25113,0.521,0.91228,0.4745
14,60,16,1.0,7.0,1.0,-0.68225,0.48355,0.87974,0.46566
14,60,16,1.0,1.0,7.0,-0.41542,0.50288,0.81264,0.48986
14,60,16,3.0,3.0,3.0,-0.25674,0.50074,0.84731,0.42365
14,60,23,7.0,1.0,1.0,0.28521,0.46182,0.29538,0.37042
14,60,23,1.0,7.0,1.0,-0.21254,0.41634,0.2755,0.40069
14,60,23,1.0,1.0,7.0,-0.3603,0.51714,0.49484,0.46643
14,60,23,3.0,3.0,3.0,-0.12117,0.45226,0.34365,0.47211
14,60,13,7.0,1.0,1.0,0.31065,0.50347,0.21997,0.50843
14,60,13,1.0,7.0,1.0,-0.19519,0.51311,0.26032,0.44755
14,60,13,1.0,1.0,7.0,-0.3386,0.54323,0.30531,0.46933
14,60,13,3.0,3.0,3.0,-0.0698,0.50706,0.26463,0.45185
14,60,28,7.0,1.0,1.0,0.24863,0.50204,0.84643,0.43019
14,60,28,1.0,7.0,1.0,-0.66565,0.47462,0.8609,0.4392
14,60,28,1.0,1.0,7.0,-0.40178,0.48721,0.89886,0.45777
14,60,28,3.0,3.0,3.0,-0.26311,0.49755,0.84247,0.44441
14,60,27,7.0,1.0,1.0,0.24868,0.47395,0.66935,0.41012
14,60,27,1.0,7.0,1.0,-0.445,0.48486,0.58445,0.3987
14,60,27,1.0,1.0,7.0,-0.42168,0.57245,0.7791,0.51264
14,60,27,3.0,3.0,3.0,-0.1892,0.46598,0.58261,0.45098
14,60,34,7.0,1.0,1.0,0.33825,0.54495,0.28038,0.49002
14,60,34,1.0,7.0,1.0,-0.08658,0.43513,0.11402,0.41622
14,60,34,1.0,1.0,7.0,-0.32983,0.48626,0.24775,0.45814
14,60,34,3.0,3.0,3.0,-0.09245,0.56948,0.37123,0.4756
14,11,31,7.0,1.0,1.0,0.27454,0.5103,0.71323,0.38802
14,11,31,1.0,7.0,1.0,-0.58979,0.49019,0.77125,0.3995
14,11,31,1.0,1.0,7.0,-0.35927,0.46586,0.90067,0.3998
14,11,31,3.0,3.0,3.0,-0.31378,0.55768,0.96524,0.53377
14,11,33,7.0,1.0,1.0,-0.06469,0.44538,3.23296,0.46692
14,11,33,1.0,7.0,1.0,-2.41247,0.53102,3.11419,0.44391
14,11,33,1.0,1.0,7.0,-0.58858,0.50419,2.94605,0.40791
14,11,33,3.0,3.0,3.0,-0.9393,0.48002,2.87715,0.42076
14,11,16,7.0,1.0,1.0,0.23534,0.48143,0.82266,0.42925
14,11,16,1.0,7.0,1.0,-0.73336,0.53105,0.94482,0.51756
14,11,16,1.0,1.0,7.0,-0.41487,0.51421,0.86999,0.48258
14,11,16,3.0,3.0,3.0,-0.3213,0.5389,0.99265,0.51015
14,11,23,7.0,1.0,1.0,0.27745,0.46653,0.3433,0.42532
14,11,23,1.0,7.0,1.0,-0.30009,0.51727,0.39802,0.43195
14,11,23,1.0,1.0,7.0,-0.35869,0.55244,0.43725,0.47763
14,11,23,3.0,3.0,3.0,-0.09454,0.49145,0.33673,0.43835
14,11,13,7.0,1.0,1.0,0.29159,0.46618,0.20553,0.43341
14,11,13,1.0,7.0,1.0,-0.21354,0.56112,0.29644,0.40786
14,11,13,1.0,1.0,7.0,-0.40273,0.5566,0.29582,0.55505
14,11,13,3.0,3.0,3.0,-0.06854,0.42478,0.21485,0.41554
14,11,28,7.0,1.0,1.0,0.21133,0.44872,0.83843,0.40063
14,11,28,1.0,7.0,1.0,-0.66977,0.46725,0.87653,0.35945
14,11,28,1.0,1.0,7.0,-0.31831,0.39639,0.89837,0.33754
14,11,28,3.0,3.0,3.0,-0.26244,0.49991,0.89121,0.39602
14,11,27,7.0,1.0,1.0,0.25814,0.4793,0.62277,0.40907
14,11,27,1.0,7.0,1.0,-0.40398,0.50675,0.5259,0.46128
14,11,27,1.0,1.0,7.0,-0.30407,0.38338,0.61681,0.3576
14,11,27,3.0,3.0,3.0,-0.1852,0.48168,0.60802,0.42925
14,11,34,7.0,1.0,1.0,0.31783,0.48599,0.16115,0.38026
14,11,34,1.0,7.0,1.0,-0.14906,0.48108,0.21038,0.35
14,11,34,1.0,1.0,7.0,-0.29288,0.44198,0.26485,0.40186
14,11,34,3.0,3.0,3.0,-0.05754,0.42756,0.16906,0.43113
14,13,31,7.0,1.0,1.0,0.2173,0.48178,0.9707,0.44606
14,13,31,1.0,7.0,1.0,-0.73002,0.58368,0.97406,0.33548
14,13,31,1.0,1.0,7.0,-0.36996,0.48917,0.97119,0.40681
14,13,31,3.0,3.0,3.0,-0.27849,0.53739,0.95934,0.41352
14,13,33,7.0,1.0,1.0,0.00283,0.51689,3.16467,0.42811
14,13,33,1.0,7.0,1.0,-2.61,0.45317,3.36247,0.40588
14,13,33,1.0,1.0,7.0,-0.68317,0.46123,3.38037,0.46134
14,13,33,3.0,3.0,3.0,-1.10192,0.45479,3.30406,0.4565
14,13,16,7.0,1.0,1.0,0.22457,0.47377,0.88825,0.40704
14,13,16,1.0,7.0,1.0,-0.71251,0.47704,0.91502,0.48447
14,13,16,1.0,1.0,7.0,-0.40386,0.4916,0.8734,0.46471
14,13,16,3.0,3.0,3.0,-0.31125,0.48009,0.91226,0.50158
14,13,23,7.0,1.0,1.0,0.27913,0.46942,0.34243,0.43128
14,13,23,1.0,7.0,1.0,-0.35321,0.3929,0.44991,0.42244
14,13,23,1.0,1.0,7.0,-0.38574,0.50726,0.35859,0.51718
14,13,23,3.0,3.0,3.0,-0.08303,0.45684,0.3429,0.36303
14,13,13,7.0,1.0,1.0,0.26092,0.43712,0.32395,0.38761
14,13,13,1.0,7.0,1.0,-0.18818,0.49271,0.26226,0.35047
14,13,13,1.0,1.0,7.0,-0.28749,0.52419,0.2992,0.40177
14,13,13,3.0,3.0,3.0,-0.05121,0.5414,0.28194,0.41308
14,13,28,7.0,1.0,1.0,0.22954,0.49511,0.91334,0.48663
14,13,28,1.0,7.0,1.0,-0.68505,0.50663,0.89401,0.41396
14,13,28,1.0,1.0,7.0,-0.427,0.48639,0.81303,0.50234
14,13,28,3.0,3.0,3.0,-0.27355,0.50507,0.96902,0.35669
14,13,27,7.0,1.0,1.0,0.24791,0.47425,0.68879,0.39976
14,13,27,1.0,7.0,1.0,-0.52137,0.42068,0.67553,0.38432
14,13,27,1.0,1.0,7.0,-0.33826,0.43349,0.66104,0.4024
14,13,27,3.0,3.0,3.0,-0.16815,0.50367,0.55856,0.44956
14,13,34,7.0,1.0,1.0,0.27385,0.44945,0.23044,0.45113
14,13,34,1.0,7.0,1.0,-0.19411,0.4679,0.26035,0.39241
14,13,34,1.0,1.0,7.0,-0.35219,0.51558,0.27542,0.48713
14,13,34,3.0,3.0,3.0,-0.11719,0.46573,0.32773,0.48957
14,23,31,7.0,1.0,1.0,0.24375,0.45544,0.66232,0.33198
14,23,31,1.0,7.0,1.0,-0.60416,0.48254,0.77783,0.47515
14,23,31,1.0,1.0,7.0,-0.4377,0.51275,1.09325,0.47982
14,23,31,3.0,3.0,3.0,-0.29171,0.54261,0.97442,0.44333
14,23,33,7.0,1.0,1.0,0.04951,0.52259,2.79683,0.41577
14,23,33,1.0,7.0,1.0,-2.3707,0.45287,3.05228,0.42322
14,23,33,1.0,1.0,7.0,-0.63707,0.4947,2.9382,0.47002
14,23,33,3.0,3.0,3.0,-1.02699,0.54943,3.17732,0.4531
14,23,16,7.0,1.0,1.0,0.24295,0.52158,1.01061,0.45394
14,23,16,1.0,7.0,1.0,-0.62956,0.56232,0.82606,0.44598
14,23,16,1.0,1.0,7.0,-0.30894,0.46956,0.91411,0.3337
14,23,16,3.0,3.0,3.0,-0.28939,0.46656,0.83006,0.50467
14,23,23,7.0,1.0,1.0,0.29046,0.49673,0.41984,0.44309
14,23,23,1.0,7.0,1.0,-0.30171,0.52653,0.39675,0.46466
14,23,23,1.0,1.0,7.0,-0.34244,0.55832,0.43816,0.45745
14,23,23,3.0,3.0,3.0,-0.10779,0.47937,0.41067,0.39207
14,23,13,7.0,1.0,1.0,0.30729,0.50295,0.31418,0.44082
14,23,13,1.0,7.0,1.0,-0.21648,0.51126,0.28557,0.46053
14,23,13,1.0,1.0,7.0,-0.35502,0.4664,0.2964,0.48075
14,23,13,3.0,3.0,3.0,-0.07307,0.54352,0.30925,0.45348
14,23,28,7.0,1.0,1.0,0.19085,0.40951,0.7416,0.4073
14,23,28,1.0,7.0,1.0,-0.64807,0.44492,0.83695,0.41888
14,23,28,1.0,1.0,7.0,-0.35843,0.57775,0.92374,0.41142
14,23,28,3.0,3.0,3.0,-0.25455,0.54834,0.85544,0.45654
14,23,27,7.0,1.0,1.0,0.25623,0.47012,0.53171,0.45304
14,23,27,1.0,7.0,1.0,-0.43602,0.47604,0.56098,0.4734
14,23,27,1.0,1.0,7.0,-0.40422,0.45784,0.57097,0.50355
14,23,27,3.0,3.0,3.0,-0.18406,0.49363,0.60242,0.44339
14,23,34,7.0,1.0,1.0,0.26685,0.42636,0.17847,0.40444
14,23,34,1.0,7.0,1.0,-0.1957,0.46444,0.24821,0.48824
14,23,34,1.0,1.0,7.0,-0.34766,0.47292,0.23592,0.48085
14,23,34,3.0,3.0,3.0,-0.06289,0.51447,0.28419,0.41895
14,42,31,7.0,1.0,1.0,0.26931,0.54809,0.96903,0.44382
14,42,31,1.0,7.0,1.0,-0.74056,0.58016,0.97843,0.39618
14,42,31,1.0,1.0,7.0,-0.37844,0.57568,0.99204,0.42709
14,42,31,3.0,3.0,3.0,-0.25592,0.56914,0.86861,0.46829
14,42,33,7.0,1.0,1.0,-0.03648,0.44865,3.12388,0.34499
14,42,33,1.0,7.0,1.0,-2.56304,0.49818,3.31518,0.35927
14,42,33,1.0,1.0,7.0,-0.55991,0.47246,3.19904,0.33038
14,42,33,3.0,3.0,3.0,-1.09973,0.46545,3.27745,0.48719
14,42,16,7.0,1.0,1.0,0.2342,0.49034,0.91459,0.40997
14,42,16,1.0,7.0,1.0,-0.6661,0.48683,0.86733,0.41046
14,42,16,1.0,1.0,7.0,-0.36079,0.50149,0.91716,0.4045
14,42,16,3.0,3.0,3.0,-0.30539,0.51046,0.93734,0.48928
14,42,23,7.0,1.0,1.0,0.29983,0.52554,0.52985,0.45047
14,42,23,1.0,7.0,1.0,-0.29072,0.53973,0.3939,0.39887
14,42,23,1.0,1.0,7.0,-0.26977,0.46008,0.48618,0.34311
14,42,23,3.0,3.0,3.0,-0.1041,0.51218,0.3683,0.45619
14,42,13,7.0,1.0,1.0,0.32541,0.51989,0.26693,0.4436
14,42,13,1.0,7.0,1.0,-0.17202,0.50887,0.22216,0.5019
14,42,13,1.0,1.0,7.0,-0.30481,0.55051,0.25024,0.4348
14,42,13,3.0,3.0,3.0,-0.07729,0.46461,0.29916,0.39732
14,42,28,7.0,1.0,1.0,0.27653,0.53287,0.77281,0.46846
14,42,28,1.0,7.0,1.0,-0.61708,0.50387,0.80441,0.4267
14,42,28,1.0,1.0,7.0,-0.40512,0.54725,0.82612,0.48103
14,42,28,3.0,3.0,3.0,-0.27371,0.52675,0.97311,0.37477
14,42,27,7.0,1.0,1.0,0.25721,0.48021,0.67451,0.372
14,42,27,1.0,7.0,1.0,-0.47967,0.51013,0.63241,0.40029
14,42,27,1.0,1.0,7.0,-0.35356,0.59244,0.65519,0.44561
14,42,27,3.0,3.0,3.0,-0.2427,0.56765,0.77449,0.52127
14,42,34,7.0,1.0,1.0,0.31204,0.49781,0.21852,0.4578
14,42,34,1.0,7.0,1.0,-0.21992,0.48431,0.30092,0.35719
14,42,34,1.0,1.0,7.0,-0.33196,0.53137,0.31998,0.457
14,42,34,3.0,3.0,3.0,-0.07692,0.52521,0.30559,0.45037
14,56,31,7.0,1.0,1.0,0.26483,0.49183,0.67635,0.383
14,56,31,1.0,7.0,1.0,-0.58148,0.53501,0.764,0.42031
14,56,31,1.0,1.0,7.0,-0.40379,0.51461,1.00828,0.44864
14,56,31,3.0,3.0,3.0,-0.30118,0.46793,0.95161,0.41986
14,56,33,7.0,1.0,1.0,0.03469,0.56816,3.22016,0.44473
14,56,33,1.0,7.0,1.0,-2.62629,0.61858,3.39931,0.46005
14,56,33,1.0,1.0,7.0,-0.56428,0.51849,3.24943,0.33536
14,56,33,3.0,3.0,3.0,-1.03105,0.57035,3.30964,0.35388
14,56,16,7.0,1.0,1.0,0.28696,0.54753,0.8681,0.38195
14,56,16,1.0,7.0,1.0,-0.64785,0.53263,0.85035,0.41081
14,56,16,1.0,1.0,7.0,-0.33012,0.53277,0.8468,0.37958
14,56,16,3.0,3.0,3.0,-0.25926,0.51835,0.89501,0.40112
14,56,23,7.0,1.0,1.0,0.26708,0.4479,0.35082,0.38077
14,56,23,1.0,7.0,1.0,-0.30621,0.51755,0.40368,0.44765
14,56,23,1.0,1.0,7.0,-0.26047,0.55434,0.3757,0.36041
14,56,23,3.0,3.0,3.0,-0.11261,0.53996,0.44462,0.43316
14,56,13,7.0,1.0,1.0,0.30199,0.48796,0.2916,0.40616
14,56,13,1.0,7.0,1.0,-0.18246,0.49426,0.24822,0.3989
14,56,13,1.0,1.0,7.0,-0.32806,0.42894,0.20042,0.45444
14,56,13,3.0,3.0,3.0,-0.0801,0.526,0.38736,0.37894
14,56,28,7.0,1.0,1.0,0.22862,0.47054,0.82586,0.41039
14,56,28,1.0,7.0,1.0,-0.6872,0.43917,0.88511,0.42824
14,56,28,1.0,1.0,7.0,-0.32003,0.47689,0.95668,0.34293
14,56,28,3.0,3.0,3.0,-0.26624,0.5557,0.94678,0.40763
14,56,27,7.0,1.0,1.0,0.24632,0.46667,0.58385,0.46595
14,56,27,1.0,7.0,1.0,-0.44814,0.48651,0.58034,0.45742
14,56,27,1.0,1.0,7.0,-0.32149,0.59262,0.53976,0.4209
14,56,27,3.0,3.0,3.0,-0.19468,0.53413,0.64582,0.47235
14,56,34,7.0,1.0,1.0,0.34706,0.5444,0.26952,0.41776
14,56,34,1.0,7.0,1.0,-0.23532,0.54188,0.32256,0.40184
14,56,34,1.0,1.0,7.0,-0.29709,0.5542,0.29075,0.41961
14,56,34,3.0,3.0,3.0,-0.00397,0.56293,0.17773,0.39712
16,3,31,7.0,1.0,1.0,0.22764,0.43834,0.58401,0.43562
16,3,31,1.0,7.0,1.0,-0.44503,0.4161,0.56545,0.46327
16,3,31,1.0,1.0,7.0,-0.28717,0.35961,0.51721,0.3467
16,3,31,3.0,3.0,3.0,-0.21223,0.43156,0.61363,0.45462
16,3,33,7.0,1.0,1.0,0.02514,0.45174,2.50915,0.42674
16,3,33,1.0,7.0,1.0,-2.04699,0.45836,2.63427,0.44139
16,3,33,1.0,1.0,7.0,-0.63913,0.48851,2.60938,0.51875
16,3,33,3.0,3.0,3.0,-0.83572,0.38018,2.48743,0.39991
16,3,16,7.0,1.0,1.0,0.22862,0.46316,0.70468,0.4799
16,3,16,1.0,7.0,1.0,-0.57275,0.42862,0.74371,0.37735
16,3,16,1.0,1.0,7.0,-0.3372,0.46706,0.7328,0.39558
16,3,16,3.0,3.0,3.0,-0.25058,0.43472,0.75935,0.4271
16,3,23,7.0,1.0,1.0,0.23933,0.39172,0.14509,0.44293
16,3,23,1.0,7.0,1.0,-0.13552,0.44018,0.18332,0.37663
16,3,23,1.0,1.0,7.0,-0.28348,0.47414,0.21912,0.4009
16,3,23,3.0,3.0,3.0,-0.06278,0.42546,0.21815,0.39566
16,3,13,7.0,1.0,1.0,0.27886,0.45059,0.16016,0.48419
16,3,13,1.0,7.0,1.0,-0.11695,0.41251,0.14138,0.4754
16,3,13,1.0,1.0,7.0,-0.31126,0.53394,0.17207,0.45188
16,3,13,3.0,3.0,3.0,-0.06264,0.33608,0.15937,0.36463
16,3,28,7.0,1.0,1.0,0.22003,0.44088,0.66541,0.44051
16,3,28,1.0,7.0,1.0,-0.54322,0.46294,0.70004,0.4516
16,3,28,1.0,1.0,7.0,-0.40513,0.51304,0.76409,0.48502
16,3,28,3.0,3.0,3.0,-0.24279,0.4648,0.73137,0.46181
16,3,27,7.0,1.0,1.0,0.26691,0.46355,0.3803,0.46236
16,3,27,1.0,7.0,1.0,-0.39199,0.46259,0.5013,0.48146
16,3,27,1.0,1.0,7.0,-0.37805,0.53732,0.49379,0.49228
16,3,27,3.0,3.0,3.0,-0.09323,0.47055,0.32894,0.4213
16,3,34,7.0,1.0,1.0,0.36911,0.56559,0.12185,0.51528
16,3,34,1.0,7.0,1.0,-0.09528,0.44358,0.12029,0.45904
16,3,34,1.0,1.0,7.0,-0.32779,0.45024,0.06047,0.47713
16,3,34,3.0,3.0,3.0,-0.04244,0.51412,0.08592,0.55553
16,10,31,7.0,1.0,1.0,0.24988,0.47593,0.63499,0.44758
16,10,31,1.0,7.0,1.0,-0.4439,0.38703,0.56374,0.43597
16,10,31,1.0,1.0,7.0,-0.40622,0.48842,0.65636,0.4983
16,10,31,3.0,3.0,3.0,-0.19953,0.42258,0.61285,0.40834
16,10,33,7.0,1.0,1.0,-0.00652,0.42828,2.62842,0.42822
16,10,33,1.0,7.0,1.0,-2.10615,0.51701,2.71383,0.47554
16,10,33,1.0,1.0,7.0,-0.56783,0.44046,2.62459,0.41806
16,10,33,3.0,3.0,3.0,-0.89439,0.44456,2.61192,0.51582
16,10,16,7.0,1.0,1.0,0.1884,0.40912,0.66886,0.49938
16,10,16,1.0,7.0,1.0,-0.53871,0.44115,0.68908,0.46593
16,10,16,1.0,1.0,7.0,-0.32937,0.35683,0.67926,0.37741
16,10,16,3.0,3.0,3.0,-0.22886,0.43529,0.66798,0.45389
16,10,23,7.0,1.0,1.0,0.31127,0.49912,0.23724,0.45516
16,10,23,1.0,7.0,1.0,-0.14194,0.46463,0.18566,0.44244
16,10,23,1.0,1.0,7.0,-0.34348,0.44983,0.17576,0.48077
16,10,23,3.0,3.0,3.0,-0.08857,0.49049,0.2601,0.49612
16,10,13,7.0,1.0,1.0,0.19324,0.32565,0.15049,0.38992
16,10,13,1.0,7.0,1.0,-0.11852,0.47429,0.15377,0.46461
16,10,13,1.0,1.0,7.0,-0.31365,0.42379,0.15752,0.4413
16,10,13,3.0,3.0,3.0,-0.0538,0.44315,0.15252,0.45203
16,10,28,7.0,1.0,1.0,0.22544,0.45562,0.72443,0.43597
16,10,28,1.0,7.0,1.0,-0.53321,0.43638,0.68316,0.45314
16,10,28,1.0,1.0,7.0,-0.41049,0.48722,0.75456,0.48958
16,10,28,3.0,3.0,3.0,-0.26686,0.44015,0.72476,0.51599
16,10,27,7.0,1.0,1.0,0.2333,0.42122,0.43433,0.41454
16,10,27,1.0,7.0,1.0,-0.31873,0.49427,0.39929,0.56782
16,10,27,1.0,1.0,7.0,-0.40109,0.52523,0.49534,0.51995
16,10,27,3.0,3.0,3.0,-0.13065,0.39169,0.38221,0.40145
16,10,34,7.0,1.0,1.0,0.29117,0.45523,0.0953,0.47075
16,10,34,1.0,7.0,1.0,-0.0368,0.4002,0.0331,0.49969
16,10,34,1.0,1.0,7.0,-0.30327,0.53522,0.08147,0.45475
16,10,34,3.0,3.0,3.0,-0.04052,0.47784,0.08056,0.51883
16,14,31,7.0,1.0,1.0,0.24933,0.47008,0.63827,0.40826
16,14,31,1.0,7.0,1.0,-0.47165,0.49664,0.60678,0.49401
16,14,31,1.0,1.0,7.0,-0.34814,0.38097,0.57232,0.42027
16,14,31,3.0,3.0,3.0,-0.23696,0.44882,0.66289,0.49681
16,14,33,7.0,1.0,1.0,-0.03323,0.41287,2.64724,0.54187
16,14,33,1.0,7.0,1.0,-2.05048,0.42485,2.63736,0.4176
16,14,33,1.0,1.0,7.0,-0.61036,0.44419,2.6174,0.47429
16,14,33,3.0,3.0,3.0,-0.86821,0.38347,2.52249,0.4656
16,14,16,7.0,1.0,1.0,0.1926,0.42022,0.75032,0.45782
16,14,16,1.0,7.0,1.0,-0.57076,0.41538,0.73612,0.39941
16,14,16,1.0,1.0,7.0,-0.35824,0.52726,0.78476,0.42381
16,14,16,3.0,3.0,3.0,-0.24855,0.40324,0.71723,0.43165
16,14,23,7.0,1.0,1.0,0.26463,0.43421,0.27595,0.3818
16,14,23,1.0,7.0,1.0,-0.21001,0.49734,0.27731,0.44621
16,14,23,1.0,1.0,7.0,-0.25942,0.40889,0.23372,0.35857
16,14,23,3.0,3.0,3.0,-0.08823,0.50398,0.20996,0.5587
16,14,13,7.0,1.0,1.0,0.30135,0.48039,0.20684,0.44372
16,14,13,1.0,7.0,1.0,-0.13091,0.40969,0.1646,0.43572
16,14,13,1.0,1.0,7.0,-0.42134,0.49689,0.18183,0.58674
16,14,13,3.0,3.0,3.0,-0.03849,0.42723,0.15888,0.38381
16,14,28,7.0,1.0,1.0,0.23294,0.4763,0.72382,0.51377
16,14,28,1.0,7.0,1.0,-0.55049,0.39046,0.70398,0.41706
16,14,28,1.0,1.0,7.0,-0.37818,0.47084,0.7228,0.45024
16,14,28,3.0,3.0,3.0,-0.23439,0.44793,0.72706,0.42404
16,14,27,7.0,1.0,1.0,0.24051,0.44127,0.47927,0.44503
16,14,27,1.0,7.0,1.0,-0.36109,0.49245,0.47174,0.44011
16,14,27,1.0,1.0,7.0,-0.36603,0.4994,0.4939,0.47139
16,14,27,3.0,3.0,3.0,-0.1407,0.51549,0.48377,0.45381
16,14,34,7.0,1.0,1.0,0.26303,0.42302,0.12565,0.46819
16,14,34,1.0,7.0,1.0,-0.08515,0.39187,0.1069,0.40992
16,14,34,1.0,1.0,7.0,-0.33332,0.50283,0.09942,0.48619
16,14,34,3.0,3.0,3.0,-0.03331,0.51633,0.13745,0.4788
16,24,31,7.0,1.0,1.0,0.25497,0.48321,0.63351,0.45422
16,24,31,1.0,7.0,1.0,-0.46109,0.45129,0.5997,0.40325
16,24,31,1.0,1.0,7.0,-0.37772,0.46985,0.57793,0.4702
16,24,31,3.0,3.0,3.0,-0.18764,0.43582,0.5912,0.40753
16,24,33,7.0,1.0,1.0,0.05025,0.48478,2.48047,0.4607
16,24,33,1.0,7.0,1.0,-1.98238,0.46375,2.54766,0.47154
16,24,33,1.0,1.0,7.0,-0.60381,0.43891,2.60316,0.46715
16,24,33,3.0,3.0,3.0,-0.85843,0.45655,2.57622,0.45563
16,24,16,7.0,1.0,1.0,0.18963,0.40421,0.699,0.42387
16,24,16,1.0,7.0,1.0,-0.59294,0.44777,0.76516,0.42813
16,24,16,1.0,1.0,7.0,-0.37629,0.46348,0.74403,0.44372
16,24,16,3.0,3.0,3.0,-0.24661,0.38403,0.68378,0.44007
16,24,23,7.0,1.0,1.0,0.28097,0.44472,0.1159,0.46836
16,24,23,1.0,7.0,1.0,-0.14728,0.45575,0.19872,0.39022
16,24,23,1.0,1.0,7.0,-0.29163,0.53752,0.19272,0.42421
16,24,23,3.0,3.0,3.0,-0.07537,0.45652,0.18408,0.49856
16,24,13,7.0,1.0,1.0,0.2441,0.39687,0.15887,0.42235
16,24,13,1.0,7.0,1.0,-0.11947,0.44814,0.148,0.48737
16,24,13,1.0,1.0,7.0,-0.33355,0.50087,0.18913,0.47338
16,24,13,3.0,3.0,3.0,-0.04157,0.47298,0.1468,0.45088
16,24,28,7.0,1.0,1.0,0.29035,0.54138,0.76749,0.40899
16,24,28,1.0,7.0,1.0,-0.51819,0.53249,0.67,0.50618
16,24,28,1.0,1.0,7.0,-0.3983,0.50681,0.73005,0.48021
