video,user,trace,qoe_w1,qoe_w2,qoe_w3,qoe,qoe1,qoe2,qoe3
21,13,33,3.0,3.0,3.0,-0.79012,0.40547,2.32371,0.45211
21,13,16,7.0,1.0,1.0,0.25909,0.48624,0.5898,0.48207
21,13,16,1.0,7.0,1.0,-0.43857,0.429,0.55506,0.4907
21,13,16,1.0,1.0,7.0,-0.37197,0.43438,0.58117,0.45727
21,13,16,3.0,3.0,3.0,-0.20616,0.43765,0.63907,0.41707
21,13,23,7.0,1.0,1.0,0.27413,0.43308,0.07108,0.49324
21,13,23,1.0,7.0,1.0,-0.08267,0.45256,0.10866,0.43596
21,13,23,1.0,1.0,7.0,-0.3539,0.44228,0.08243,0.50642
21,13,23,3.0,3.0,3.0,-0.06009,0.33326,0.08305,0.4305
21,13,13,7.0,1.0,1.0,0.28853,0.46157,0.12694,0.50725
21,13,13,1.0,7.0,1.0,-0.09952,0.43087,0.11625,0.51286
21,13,13,1.0,1.0,7.0,-0.34056,0.58496,0.16947,0.49722
21,13,13,3.0,3.0,3.0,-0.04493,0.4578,0.12132,0.47129
21,13,28,7.0,1.0,1.0,0.23109,0.43519,0.55349,0.41301
21,13,28,1.0,7.0,1.0,-0.42969,0.45419,0.54382,0.51467
21,13,28,1.0,1.0,7.0,-0.37796,0.41485,0.53915,0.46819
21,13,28,3.0,3.0,3.0,-0.20083,0.39411,0.58951,0.40708
21,13,27,7.0,1.0,1.0,0.24117,0.40103,0.25125,0.38546
21,13,27,1.0,7.0,1.0,-0.21021,0.46634,0.27517,0.43199
21,13,27,1.0,1.0,7.0,-0.29302,0.42449,0.25825,0.40048
21,13,27,3.0,3.0,3.0,-0.10709,0.43694,0.28112,0.47709
21,13,34,7.0,1.0,1.0,0.22926,0.34368,0.0,0.34236
21,13,34,1.0,7.0,1.0,-0.01626,0.4678,0.02479,0.44063
21,13,34,1.0,1.0,7.0,-0.32657,0.53356,0.04561,0.48958
21,13,34,3.0,3.0,3.0,-0.01032,0.45221,0.0164,0.46676
21,23,31,7.0,1.0,1.0,0.24867,0.45128,0.47649,0.44443
21,23,31,1.0,7.0,1.0,-0.38443,0.53416,0.51003,0.42381
21,23,31,1.0,1.0,7.0,-0.3439,0.51243,0.4929,0.44494
21,23,31,3.0,3.0,3.0,-0.14215,0.46954,0.4911,0.40488
21,23,33,7.0,1.0,1.0,0.02692,0.34167,1.79824,0.35116
21,23,33,1.0,7.0,1.0,-1.62909,0.4613,2.09168,0.48129
21,23,33,1.0,1.0,7.0,-0.54866,0.49763,2.31364,0.44599
21,23,33,3.0,3.0,3.0,-0.6533,0.53745,2.00183,0.4955
21,23,16,7.0,1.0,1.0,0.2513,0.46801,0.58693,0.4274
21,23,16,1.0,7.0,1.0,-0.44018,0.49249,0.57566,0.4245
21,23,16,1.0,1.0,7.0,-0.31959,0.56263,0.6199,0.40272
21,23,16,3.0,3.0,3.0,-0.17836,0.41377,0.60573,0.34312
21,23,23,7.0,1.0,1.0,0.32446,0.50149,0.07945,0.51081
21,23,23,1.0,7.0,1.0,-0.07411,0.44983,0.09885,0.42484
21,23,23,1.0,1.0,7.0,-0.30702,0.48495,0.0637,0.45492
21,23,23,3.0,3.0,3.0,-0.03873,0.41067,0.08934,0.43754
21,23,13,7.0,1.0,1.0,0.28673,0.44382,0.1255,0.40068
21,23,13,1.0,7.0,1.0,-0.12555,0.48535,0.16142,0.48534
21,23,13,1.0,1.0,7.0,-0.26238,0.5527,0.11345,0.40009
21,23,13,3.0,3.0,3.0,-0.04092,0.4994,0.12781,0.49435
21,23,28,7.0,1.0,1.0,0.23417,0.42964,0.53495,0.36503
21,23,28,1.0,7.0,1.0,-0.41578,0.44764,0.53748,0.42733
21,23,28,1.0,1.0,7.0,-0.22876,0.45959,0.59791,0.27436
21,23,28,3.0,3.0,3.0,-0.13421,0.52051,0.53708,0.38608
21,23,27,7.0,1.0,1.0,0.26605,0.4314,0.24925,0.37609
21,23,27,1.0,7.0,1.0,-0.20742,0.42845,0.27323,0.38263
21,23,27,1.0,1.0,7.0,-0.32816,0.51244,0.21873,0.46388
21,23,27,3.0,3.0,3.0,-0.07326,0.51967,0.27774,0.4617
21,23,34,7.0,1.0,1.0,0.35126,0.51869,0.0,0.46951
21,23,34,1.0,7.0,1.0,-0.00137,0.49467,0.0,0.50698
21,23,34,1.0,1.0,7.0,-0.28208,0.48071,0.0,0.43134
21,23,34,3.0,3.0,3.0,0.02234,0.51502,0.0,0.44801
21,42,31,7.0,1.0,1.0,0.26185,0.45654,0.38213,0.45703
21,42,31,1.0,7.0,1.0,-0.29197,0.45967,0.38247,0.4101
21,42,31,1.0,1.0,7.0,-0.30103,0.49766,0.47632,0.39008
21,42,31,3.0,3.0,3.0,-0.13016,0.47344,0.47537,0.38857
21,42,33,7.0,1.0,1.0,0.06508,0.48446,2.29566,0.50987
21,42,33,1.0,7.0,1.0,-1.80277,0.55747,2.33303,0.4512
21,42,33,1.0,1.0,7.0,-0.51558,0.48675,1.96118,0.45226
21,42,33,3.0,3.0,3.0,-0.66799,0.50352,2.03685,0.47066
21,42,16,7.0,1.0,1.0,0.26119,0.48856,0.59133,0.47786
21,42,16,1.0,7.0,1.0,-0.46192,0.5093,0.5965,0.49103
21,42,16,1.0,1.0,7.0,-0.36148,0.4118,0.56684,0.44261
21,42,16,3.0,3.0,3.0,-0.18164,0.46857,0.57399,0.43952
21,42,23,7.0,1.0,1.0,0.27616,0.43346,0.07407,0.4747
21,42,23,1.0,7.0,1.0,-0.05396,0.48956,0.07009,0.48458
21,42,23,1.0,1.0,7.0,-0.31134,0.53198,0.09539,0.46266
21,42,23,3.0,3.0,3.0,-0.00536,0.50218,0.08225,0.43601
21,42,13,7.0,1.0,1.0,0.29449,0.45619,0.12511,0.41781
21,42,13,1.0,7.0,1.0,-0.06323,0.5463,0.08999,0.48543
21,42,13,1.0,1.0,7.0,-0.27727,0.43774,0.08674,0.40663
21,42,13,3.0,3.0,3.0,-0.02534,0.49715,0.14619,0.42698
21,42,28,7.0,1.0,1.0,0.28951,0.51219,0.58264,0.3971
21,42,28,1.0,7.0,1.0,-0.42703,0.43531,0.54445,0.46749
21,42,28,1.0,1.0,7.0,-0.37515,0.5051,0.57414,0.47247
21,42,28,3.0,3.0,3.0,-0.1697,0.44181,0.5326,0.4183
21,42,27,7.0,1.0,1.0,0.28984,0.47091,0.25288,0.43492
21,42,27,1.0,7.0,1.0,-0.16811,0.47895,0.22276,0.43263
21,42,27,1.0,1.0,7.0,-0.31713,0.51924,0.296,0.43963
21,42,27,3.0,3.0,3.0,-0.04433,0.55606,0.24222,0.44684
21,42,34,7.0,1.0,1.0,0.31597,0.46671,0.0,0.42323
21,42,34,1.0,7.0,1.0,0.00465,0.49151,0.0,0.44969
21,42,34,1.0,1.0,7.0,-0.3094,0.54712,0.0,0.47596
21,42,34,3.0,3.0,3.0,-0.01306,0.46843,0.0,0.50762
21,56,31,7.0,1.0,1.0,0.30153,0.50337,0.46396,0.3459
21,56,31,1.0,7.0,1.0,-0.2799,0.4939,0.35629,0.51897
21,56,31,1.0,1.0,7.0,-0.30515,0.47143,0.43941,0.39691
21,56,31,3.0,3.0,3.0,-0.14298,0.41688,0.4171,0.42873
21,56,33,7.0,1.0,1.0,0.12236,0.49799,1.94936,0.43535
21,56,33,1.0,7.0,1.0,-1.53158,0.569,1.9866,0.44701
21,56,33,1.0,1.0,7.0,-0.45367,0.47422,1.93455,0.37468
21,56,33,3.0,3.0,3.0,-0.60807,0.53212,1.88428,0.47204
21,56,16,7.0,1.0,1.0,0.27826,0.5034,0.5901,0.42937
21,56,16,1.0,7.0,1.0,-0.41782,0.56458,0.56269,0.38618
21,56,16,1.0,1.0,7.0,-0.36531,0.48772,0.50299,0.4675
21,56,16,3.0,3.0,3.0,-0.16061,0.49423,0.54178,0.43429
21,56,23,7.0,1.0,1.0,0.30926,0.47812,0.09013,0.47332
21,56,23,1.0,7.0,1.0,-0.07017,0.56124,0.10784,0.43788
21,56,23,1.0,1.0,7.0,-0.27733,0.46106,0.09236,0.40924
21,56,23,3.0,3.0,3.0,0.00863,0.54271,0.08221,0.43462
21,56,13,7.0,1.0,1.0,0.33248,0.50542,0.1033,0.44225
21,56,13,1.0,7.0,1.0,-0.09412,0.56,0.13877,0.4357
21,56,13,1.0,1.0,7.0,-0.2142,0.55065,0.09146,0.34099
21,56,13,3.0,3.0,3.0,-0.03745,0.43033,0.11552,0.42715
21,56,28,7.0,1.0,1.0,0.23672,0.41458,0.44806,0.3235
21,56,28,1.0,7.0,1.0,-0.37432,0.44125,0.47458,0.48804
21,56,28,1.0,1.0,7.0,-0.37008,0.49785,0.5444,0.46917
21,56,28,3.0,3.0,3.0,-0.13937,0.50394,0.52847,0.39357
21,56,27,7.0,1.0,1.0,0.29536,0.47738,0.27017,0.41326
21,56,27,1.0,7.0,1.0,-0.19081,0.56788,0.27365,0.36964
21,56,27,1.0,1.0,7.0,-0.26946,0.43178,0.17675,0.38288
21,56,27,3.0,3.0,3.0,-0.08841,0.47231,0.23202,0.50552
21,56,34,7.0,1.0,1.0,0.34277,0.5021,0.0,0.42981
21,56,34,1.0,7.0,1.0,0.00337,0.49599,0.0,0.46562
21,56,34,1.0,1.0,7.0,-0.17474,0.49052,0.0,0.29474
21,56,34,3.0,3.0,3.0,-0.0212,0.43467,0.0,0.49827
14,3,31,7.0,1.0,1.0,0.22704,0.50465,0.95696,0.53224
14,3,31,1.0,7.0,1.0,-0.82168,0.52158,1.0627,0.47778
14,3,31,1.0,1.0,7.0,-0.38687,0.47966,0.95055,0.43014
14,3,31,3.0,3.0,3.0,-0.23582,0.45917,0.73432,0.4323
14,3,33,7.0,1.0,1.0,-0.0707,0.43383,3.22623,0.44686
14,3,33,1.0,7.0,1.0,-2.29061,0.4438,2.94291,0.4589
14,3,33,1.0,1.0,7.0,-0.64804,0.41674,3.24076,0.42976
14,3,33,3.0,3.0,3.0,-0.9749,0.41889,2.9293,0.41428
14,3,16,7.0,1.0,1.0,0.16757,0.40514,0.86965,0.45819
14,3,16,1.0,7.0,1.0,-0.71617,0.47851,0.92638,0.43931
14,3,16,1.0,1.0,7.0,-0.40563,0.53357,0.86497,0.47419
14,3,16,3.0,3.0,3.0,-0.29315,0.35688,0.81354,0.42278
14,3,23,7.0,1.0,1.0,0.25898,0.43861,0.35329,0.38612
14,3,23,1.0,7.0,1.0,-0.30811,0.44528,0.3971,0.43858
14,3,23,1.0,1.0,7.0,-0.31044,0.4427,0.28069,0.42229
14,3,23,3.0,3.0,3.0,-0.07802,0.5354,0.33367,0.43579
14,3,13,7.0,1.0,1.0,0.25518,0.42122,0.17963,0.47231
14,3,13,1.0,7.0,1.0,-0.21362,0.47994,0.28136,0.43303
14,3,13,1.0,1.0,7.0,-0.31297,0.52761,0.36125,0.42616
14,3,13,3.0,3.0,3.0,-0.05183,0.51677,0.26582,0.40644
14,3,28,7.0,1.0,1.0,0.1983,0.45111,0.93711,0.436
14,3,28,1.0,7.0,1.0,-0.69319,0.43066,0.89629,0.39531
14,3,28,1.0,1.0,7.0,-0.37752,0.49985,0.92211,0.42506
14,3,28,3.0,3.0,3.0,-0.29076,0.51599,0.92423,0.46406
14,3,27,7.0,1.0,1.0,0.21001,0.41578,0.57194,0.44847
14,3,27,1.0,7.0,1.0,-0.49577,0.47017,0.64348,0.42772
14,3,27,1.0,1.0,7.0,-0.37472,0.46147,0.67837,0.45079
14,3,27,3.0,3.0,3.0,-0.19725,0.53458,0.64177,0.48458
14,3,34,7.0,1.0,1.0,0.21289,0.3659,0.22873,0.41661
14,3,34,1.0,7.0,1.0,-0.18364,0.50395,0.24571,0.43671
14,3,34,1.0,1.0,7.0,-0.3591,0.45065,0.25285,0.48996
14,3,34,3.0,3.0,3.0,-0.03444,0.53505,0.25403,0.38435
14,10,31,7.0,1.0,1.0,0.24962,0.48364,0.70961,0.42925
14,10,31,1.0,7.0,1.0,-0.77019,0.48035,1.00103,0.40481
14,10,31,1.0,1.0,7.0,-0.412,0.51234,0.8823,0.47687
14,10,31,3.0,3.0,3.0,-0.31061,0.54238,0.9441,0.53011
14,10,33,7.0,1.0,1.0,-0.055,0.44861,3.19672,0.43859
14,10,33,1.0,7.0,1.0,-2.24718,0.5313,2.90051,0.45239
14,10,33,1.0,1.0,7.0,-0.66894,0.53271,3.23113,0.47457
14,10,33,3.0,3.0,3.0,-1.03031,0.45339,3.14808,0.39624
14,10,16,7.0,1.0,1.0,0.23199,0.48968,0.90012,0.43974
14,10,16,1.0,7.0,1.0,-0.69672,0.5107,0.90131,0.47196
14,10,16,1.0,1.0,7.0,-0.42222,0.51947,0.92195,0.48535
14,10,16,3.0,3.0,3.0,-0.32412,0.57163,1.01152,0.53247
14,10,23,7.0,1.0,1.0,0.33529,0.54591,0.36772,0.43604
14,10,23,1.0,7.0,1.0,-0.29876,0.53558,0.38962,0.49711
14,10,23,1.0,1.0,7.0,-0.28667,0.44012,0.23345,0.3981
14,10,23,3.0,3.0,3.0,-0.09317,0.53602,0.29334,0.52218
14,10,13,7.0,1.0,1.0,0.32422,0.5369,0.35966,0.48061
14,10,13,1.0,7.0,1.0,-0.3081,0.562,0.41084,0.45905
14,10,13,1.0,1.0,7.0,-0.40348,0.48198,0.2562,0.55102
14,10,13,3.0,3.0,3.0,-0.09999,0.48549,0.27712,0.50835
14,10,28,7.0,1.0,1.0,0.17618,0.39011,0.77785,0.36727
14,10,28,1.0,7.0,1.0,-0.68413,0.52583,0.88767,0.46937
14,10,28,1.0,1.0,7.0,-0.33904,0.42051,0.82266,0.37846
14,10,28,3.0,3.0,3.0,-0.27075,0.51004,0.9162,0.40608
14,10,27,7.0,1.0,1.0,0.22079,0.4275,0.59662,0.40876
14,10,27,1.0,7.0,1.0,-0.51205,0.54093,0.66565,0.4898
14,10,27,1.0,1.0,7.0,-0.31832,0.45616,0.66573,0.37934
14,10,27,3.0,3.0,3.0,-0.21309,0.41955,0.65776,0.40106
14,10,34,7.0,1.0,1.0,0.28982,0.46966,0.15368,0.52552
14,10,34,1.0,7.0,1.0,-0.17559,0.46735,0.23107,0.4302
14,10,34,1.0,1.0,7.0,-0.31134,0.46237,0.22584,0.43409
14,10,34,3.0,3.0,3.0,-0.07029,0.51522,0.33402,0.39208
14,14,31,7.0,1.0,1.0,0.22357,0.47089,0.832,0.45206
14,14,31,1.0,7.0,1.0,-0.84763,0.56223,1.09872,0.49985
14,14,31,1.0,1.0,7.0,-0.43382,0.55583,0.94245,0.50253
14,14,31,3.0,3.0,3.0,-0.18846,0.54771,0.68312,0.42998
14,14,33,7.0,1.0,1.0,-0.02959,0.44559,2.95606,0.42938
14,14,33,1.0,7.0,1.0,-2.55537,0.43518,3.28259,0.45536
14,14,33,1.0,1.0,7.0,-0.68345,0.54369,3.14732,0.50677
14,14,33,3.0,3.0,3.0,-1.07994,0.48474,3.26926,0.45529
14,14,16,7.0,1.0,1.0,0.25492,0.51167,0.89476,0.39265
14,14,16,1.0,7.0,1.0,-0.69121,0.45314,0.89245,0.42695
14,14,16,1.0,1.0,7.0,-0.41858,0.50056,0.84626,0.48878
14,14,16,3.0,3.0,3.0,-0.27257,0.51158,0.84681,0.48247
14,14,23,7.0,1.0,1.0,0.28858,0.44843,0.15386,0.38788
14,14,23,1.0,7.0,1.0,-0.25279,0.55341,0.33945,0.45238
14,14,23,1.0,1.0,7.0,-0.30063,0.43154,0.34841,0.3984
14,14,23,3.0,3.0,3.0,-0.08852,0.53878,0.38576,0.41859
14,14,13,7.0,1.0,1.0,0.2749,0.48445,0.44009,0.4769
14,14,13,1.0,7.0,1.0,-0.29257,0.52097,0.38947,0.42783
14,14,13,1.0,1.0,7.0,-0.33706,0.50892,0.38542,0.45101
14,14,13,3.0,3.0,3.0,-0.06196,0.47494,0.28377,0.37703
14,14,28,7.0,1.0,1.0,0.19024,0.42435,0.82761,0.43069
14,14,28,1.0,7.0,1.0,-0.65863,0.4644,0.84132,0.50282
14,14,28,1.0,1.0,7.0,-0.34779,0.49664,0.81441,0.40176
14,14,28,3.0,3.0,3.0,-0.28532,0.42804,0.88383,0.40017
14,14,27,7.0,1.0,1.0,0.2693,0.50506,0.66827,0.44345
14,14,27,1.0,7.0,1.0,-0.44111,0.42968,0.56724,0.42894
14,14,27,1.0,1.0,7.0,-0.24123,0.40381,0.69409,0.26868
14,14,27,3.0,3.0,3.0,-0.17972,0.54154,0.67488,0.40583
14,14,34,7.0,1.0,1.0,0.24537,0.41794,0.31615,0.40108
14,14,34,1.0,7.0,1.0,-0.20332,0.53545,0.27095,0.46865
14,14,34,1.0,1.0,7.0,-0.3325,0.5356,0.31959,0.45836
14,14,34,3.0,3.0,3.0,-0.05501,0.51807,0.26879,0.41431
14,24,31,7.0,1.0,1.0,0.28188,0.567,0.93169,0.50041
14,24,31,1.0,7.0,1.0,-0.7517,0.47695,0.97644,0.40714
14,24,31,1.0,1.0,7.0,-0.42448,0.50103,1.05747,0.46627
14,24,31,3.0,3.0,3.0,-0.25501,0.53841,0.84721,0.45624
14,24,33,7.0,1.0,1.0,0.03419,0.55867,3.16132,0.44168
14,24,33,1.0,7.0,1.0,-2.5202,0.52979,3.24577,0.49121
14,24,33,1.0,1.0,7.0,-0.66516,0.4575,3.24494,0.45699
14,24,33,3.0,3.0,3.0,-0.94438,0.49683,2.86915,0.46083
14,24,16,7.0,1.0,1.0,0.22426,0.49062,0.84919,0.56685
14,24,16,1.0,7.0,1.0,-0.70043,0.42413,0.8956,0.45875
14,24,16,1.0,1.0,7.0,-0.36584,0.51546,0.95353,0.40779
14,24,16,3.0,3.0,3.0,-0.2625,0.55438,0.86544,0.47644
14,24,23,7.0,1.0,1.0,0.2864,0.45885,0.24499,0.38941
14,24,23,1.0,7.0,1.0,-0.30076,0.49804,0.39584,0.43393
14,24,23,1.0,1.0,7.0,-0.27851,0.47984,0.43389,0.36465
14,24,23,3.0,3.0,3.0,-0.13692,0.48654,0.43573,0.46156
14,24,13,7.0,1.0,1.0,0.28067,0.46894,0.29989,0.45667
14,24,13,1.0,7.0,1.0,-0.22898,0.54829,0.31473,0.40598
14,24,13,1.0,1.0,7.0,-0.27377,0.54556,0.30822,0.38589
14,24,13,3.0,3.0,3.0,-0.08618,0.49254,0.32254,0.42855
14,24,28,7.0,1.0,1.0,0.23425,0.46874,0.85324,0.31967
14,24,28,1.0,7.0,1.0,-0.70162,0.52573,0.89555,0.57144
14,24,28,1.0,1.0,7.0,-0.41345,0.4704,0.95868,0.46183
14,24,28,3.0,3.0,3.0,-0.24352,0.46386,0.81276,0.38166
14,24,27,7.0,1.0,1.0,0.23779,0.47296,0.7626,0.40802
14,24,27,1.0,7.0,1.0,-0.53758,0.54482,0.70828,0.42513
14,24,27,1.0,1.0,7.0,-0.35711,0.48933,0.69291,0.43006
14,24,27,3.0,3.0,3.0,-0.1767,0.46863,0.57904,0.41968
14,24,34,7.0,1.0,1.0,0.29866,0.49674,0.36822,0.42105
14,24,34,1.0,7.0,1.0,-0.1304,0.4804,0.16427,0.50409
14,24,34,1.0,1.0,7.0,-0.30006,0.5851,0.31823,0.42392
14,24,34,3.0,3.0,3.0,-0.08074,0.47791,0.33923,0.38091
14,32,31,7.0,1.0,1.0,0.20788,0.41366,0.66284,0.36188
14,32,31,1.0,7.0,1.0,-0.67089,0.45361,0.86444,0.44052
14,32,31,1.0,1.0,7.0,-0.42544,0.52666,0.95851,0.4853
14,32,31,3.0,3.0,3.0,-0.29329,0.41369,0.96116,0.33241
14,32,33,7.0,1.0,1.0,-0.07127,0.45267,3.29815,0.51197
14,32,33,1.0,7.0,1.0,-2.43727,0.4865,3.15103,0.36475
14,32,33,1.0,1.0,7.0,-0.61345,0.43872,2.87889,0.44013
14,32,33,3.0,3.0,3.0,-1.03566,0.49394,3.12551,0.47542
14,32,16,7.0,1.0,1.0,0.23336,0.48004,0.85434,0.40573
14,32,16,1.0,7.0,1.0,-0.75544,0.51722,0.97833,0.4679
14,32,16,1.0,1.0,7.0,-0.35545,0.40042,0.87174,0.38968
14,32,16,3.0,3.0,3.0,-0.28881,0.50715,0.84766,0.52591
14,32,23,7.0,1.0,1.0,0.34147,0.54655,0.31537,0.43717
14,32,23,1.0,7.0,1.0,-0.22106,0.45317,0.28512,0.44684
14,32,23,1.0,1.0,7.0,-0.3296,0.54992,0.38931,0.44672
14,32,23,3.0,3.0,3.0,-0.12759,0.50466,0.39369,0.49375
14,32,13,7.0,1.0,1.0,0.2594,0.44287,0.29288,0.47257
14,32,13,1.0,7.0,1.0,-0.17442,0.39869,0.22041,0.42563
14,32,13,1.0,1.0,7.0,-0.32706,0.40948,0.21409,0.44842
14,32,13,3.0,3.0,3.0,-0.09763,0.4723,0.30747,0.45774
14,32,28,7.0,1.0,1.0,0.23478,0.49603,0.91724,0.4419
14,32,28,1.0,7.0,1.0,-0.70277,0.52938,0.92195,0.40065
14,32,28,1.0,1.0,7.0,-0.36809,0.49617,0.84084,0.42402
14,32,28,3.0,3.0,3.0,-0.2925,0.44577,0.89112,0.43217
14,32,27,7.0,1.0,1.0,0.23355,0.45228,0.63237,0.43164
14,32,27,1.0,7.0,1.0,-0.39021,0.46334,0.51915,0.34121
14,32,27,1.0,1.0,7.0,-0.34792,0.51942,0.77807,0.41037
14,32,27,3.0,3.0,3.0,-0.19963,0.42113,0.63501,0.385
14,32,34,7.0,1.0,1.0,0.33313,0.526,0.25557,0.4282
14,32,34,1.0,7.0,1.0,-0.22478,0.52981,0.30613,0.40993
14,32,34,1.0,1.0,7.0,-0.29623,0.506,0.17061,0.42878
14,32,34,3.0,3.0,3.0,-0.08175,0.46314,0.22274,0.48565
14,40,31,7.0,1.0,1.0,0.25157,0.54553,1.11259,0.44198
14,40,31,1.0,7.0,1.0,-0.50566,0.53443,0.65877,0.47399
14,40,31,1.0,1.0,7.0,-0.41566,0.46526,0.976,0.46146
14,40,31,3.0,3.0,3.0,-0.23336,0.43285,0.67044,0.46248
14,40,33,7.0,1.0,1.0,-0.04616,0.43064,2.95158,0.47833
14,40,33,1.0,7.0,1.0,-2.44215,0.48018,3.13635,0.50511
14,40,33,1.0,1.0,7.0,-0.63857,0.47404,3.20832,0.43041
14,40,33,3.0,3.0,3.0,-0.96601,0.43316,2.87618,0.45501
14,40,16,7.0,1.0,1.0,0.16621,0.3956,0.86974,0.40358
14,40,16,1.0,7.0,1.0,-0.70259,0.55863,0.9168,0.46437
14,40,16,1.0,1.0,7.0,-0.37536,0.46317,0.90002,0.4202
14,40,16,3.0,3.0,3.0,-0.23122,0.58142,0.84575,0.42934
14,40,23,7.0,1.0,1.0,0.33029,0.53213,0.34375,0.40859
14,40,23,1.0,7.0,1.0,-0.17851,0.41364,0.22794,0.42465
14,40,23,1.0,1.0,7.0,-0.39067,0.56733,0.3594,0.53199
14,40,23,3.0,3.0,3.0,-0.05514,0.54719,0.29707,0.41554
14,40,13,7.0,1.0,1.0,0.31764,0.52113,0.31086,0.47826
14,40,13,1.0,7.0,1.0,-0.14848,0.49936,0.19166,0.49406
14,40,13,1.0,1.0,7.0,-0.30655,0.58071,0.4553,0.41205
14,40,13,3.0,3.0,3.0,-0.07169,0.44564,0.21538,0.44534
14,40,28,7.0,1.0,1.0,0.2486,0.50516,0.82816,0.47059
14,40,28,1.0,7.0,1.0,-0.64997,0.52947,0.85344,0.4051
14,40,28,1.0,1.0,7.0,-0.36404,0.48068,0.82542,0.41881
14,40,28,3.0,3.0,3.0,-0.26521,0.51027,0.82298,0.48292
14,40,27,7.0,1.0,1.0,0.24832,0.45572,0.54757,0.4076
14,40,27,1.0,7.0,1.0,-0.36068,0.37036,0.46126,0.38767
14,40,27,1.0,1.0,7.0,-0.3321,0.44453,0.47171,0.4231
14,40,27,3.0,3.0,3.0,-0.22087,0.45558,0.71472,0.40347
14,40,34,7.0,1.0,1.0,0.25988,0.41941,0.20527,0.39167
14,40,34,1.0,7.0,1.0,-0.22013,0.43376,0.29297,0.36414
14,40,34,1.0,1.0,7.0,-0.31335,0.49613,0.2786,0.43395
14,40,34,3.0,3.0,3.0,-0.11465,0.4584,0.38259,0.41974
14,52,31,7.0,1.0,1.0,0.25393,0.52428,0.97243,0.41221
14,52,31,1.0,7.0,1.0,-0.67786,0.44946,0.88007,0.38975
14,52,31,1.0,1.0,7.0,-0.38864,0.50002,1.05708,0.4201
14,52,31,3.0,3.0,3.0,-0.22609,0.55807,0.77124,0.4651
14,52,33,7.0,1.0,1.0,0.00841,0.52095,3.18038,0.39062
14,52,33,1.0,7.0,1.0,-2.47724,0.55776,3.20999,0.38297
14,52,33,1.0,1.0,7.0,-0.64059,0.50823,3.21814,0.43649
14,52,33,3.0,3.0,3.0,-1.03942,0.54033,3.12126,0.53733
14,52,16,7.0,1.0,1.0,0.24058,0.47856,0.80921,0.37552
14,52,16,1.0,7.0,1.0,-0.61039,0.53791,0.79652,0.45573
14,52,16,1.0,1.0,7.0,-0.39757,0.47073,0.92929,0.44565
14,52,16,3.0,3.0,3.0,-0.28048,0.51269,0.92642,0.42772
14,52,23,7.0,1.0,1.0,0.26493,0.43433,0.29359,0.36236
14,52,23,1.0,7.0,1.0,-0.20879,0.52157,0.27774,0.45646
14,52,23,1.0,1.0,7.0,-0.28963,0.49849,0.27723,0.404
14,52,23,3.0,3.0,3.0,-0.10856,0.55497,0.44719,0.43345
14,52,13,7.0,1.0,1.0,0.29923,0.47125,0.23753,0.36813
14,52,13,1.0,7.0,1.0,-0.22469,0.45778,0.29238,0.43338
14,52,13,1.0,1.0,7.0,-0.33582,0.51489,0.22591,0.47305
14,52,13,3.0,3.0,3.0,-0.06351,0.48878,0.18778,0.49154
14,52,28,7.0,1.0,1.0,0.2427,0.46894,0.76219,0.33611
14,52,28,1.0,7.0,1.0,-0.62203,0.42169,0.80796,0.36422
14,52,28,1.0,1.0,7.0,-0.34101,0.49134,0.88978,0.38153
14,52,28,3.0,3.0,3.0,-0.2663,0.48367,0.83805,0.44453
14,52,27,7.0,1.0,1.0,0.23334,0.4509,0.62539,0.43087
14,52,27,1.0,7.0,1.0,-0.5014,0.51405,0.6536,0.45143
14,52,27,1.0,1.0,7.0,-0.35594,0.47076,0.65238,0.43169
14,52,27,3.0,3.0,3.0,-0.20527,0.42555,0.60903,0.43233
14,52,34,7.0,1.0,1.0,0.29657,0.46386,0.14903,0.42888
14,52,34,1.0,7.0,1.0,-0.16267,0.52697,0.22429,0.42092
14,52,34,1.0,1.0,7.0,-0.28666,0.5456,0.25018,0.41077
14,52,34,3.0,3.0,3.0,-0.05471,0.44481,0.1793,0.42965
14,55,31,7.0,1.0,1.0,0.17934,0.38801,0.74693,0.35512
14,55,31,1.0,7.0,1.0,-0.73344,0.4033,0.9384,0.43547
14,55,31,1.0,1.0,7.0,-0.38554,0.42261,0.75728,0.44788
14,55,31,3.0,3.0,3.0,-0.30177,0.50695,0.96632,0.44593
14,55,33,7.0,1.0,1.0,-0.03304,0.48184,3.13156,0.53867
14,55,33,1.0,7.0,1.0,-2.54322,0.47202,3.27496,0.43632
14,55,33,1.0,1.0,7.0,-0.66027,0.48307,3.2972,0.4469
14,55,33,3.0,3.0,3.0,-1.08261,0.41654,3.23578,0.4286
14,55,16,7.0,1.0,1.0,0.20372,0.46411,0.95792,0.45738
14,55,16,1.0,7.0,1.0,-0.62287,0.45585,0.79913,0.46775
14,55,16,1.0,1.0,7.0,-0.36998,0.44675,0.80864,0.42399
14,55,16,3.0,3.0,3.0,-0.27146,0.52241,0.77789,0.5589
14,55,23,7.0,1.0,1.0,0.25205,0.43536,0.36081,0.41825
14,55,23,1.0,7.0,1.0,-0.23583,0.37675,0.30281,0.37953
14,55,23,1.0,1.0,7.0,-0.43021,0.49773,0.43082,0.56269
