60.003643,0.282610,0.472148
60.211929,0.273852,0.469557
60.411888,0.265262,0.466140
60.611843,0.261925,0.461211
60.811802,0.260939,0.456882
61.011757,0.260017,0.452370
61.211716,0.259064,0.446405
61.411671,0.258196,0.443202
61.611626,0.257261,0.442710
61.811584,0.257113,0.452230
62.011539,0.256491,0.457980
62.211498,0.256323,0.461020
62.411453,0.256927,0.465663
62.611408,0.257610,0.475580
62.811367,0.259035,0.476947
63.011322,0.258742,0.479215
63.211281,0.258686,0.477301
63.411236,0.259573,0.476418
63.611195,0.259987,0.477746
63.811150,0.260430,0.483227
64.011108,0.260573,0.485564
64.211060,0.259800,0.501477
64.411018,0.259988,0.568429
64.610977,0.272531,0.677391
64.810936,0.299032,0.761947
65.010887,0.334043,0.802988
65.210846,0.374897,0.794703
65.410805,0.420723,0.735262
65.610756,0.452214,0.668760
65.810715,0.476666,0.594669
66.010674,0.512493,0.509153
66.210632,0.581682,0.393975
66.410583,0.631458,0.329737
66.610542,0.666689,0.299119
66.810501,0.695228,0.290049
67.010452,0.718639,0.321392
67.210411,0.735305,0.371890
67.410370,0.744148,0.427944
67.610329,0.748482,0.468900
67.810280,0.749283,0.527963
68.010239,0.744690,0.601210
68.210197,0.739728,0.640847
68.410149,0.737146,0.657001
68.610107,0.734535,0.669400
68.810066,0.734764,0.668630
69.010017,0.737134,0.655714
69.209976,0.739060,0.645341
69.409935,0.759995,0.639642
69.609894,0.759193,0.631750
69.809845,0.756804,0.613493
70.009804,0.755341,0.601802
70.209763,0.755760,0.606354
70.409714,0.755643,0.605377
70.609673,0.755190,0.601156
70.809631,0.755074,0.599765
71.009590,0.754931,0.598375
71.209541,0.754889,0.598386
71.409500,0.755068,0.600171
71.609459,0.754739,0.596770
71.809418,0.750011,0.504379
72.009369,0.759505,0.363583
72.209328,0.764594,0.334519
72.409286,0.758317,0.376164
72.609238,0.751236,0.462286
72.809196,0.751615,0.542255
73.009155,0.753634,0.577511
73.209106,0.753191,0.573845
73.409065,0.752484,0.563442
73.609024,0.752672,0.567494
73.808983,0.752728,0.568642
74.008934,0.752655,0.566995
74.208893,0.752804,0.564615
74.408852,0.753119,0.561147
74.608803,0.752838,0.558595
74.808762,0.753679,0.552776
75.008720,0.759498,0.545985
75.208679,0.759149,0.543396
75.408630,0.752471,0.540344
75.608589,0.750389,0.524308
75.808548,0.750991,0.531971
76.008499,0.751355,0.534314
76.208458,0.750753,0.532217
76.408417,0.750778,0.535484
76.608376,0.749337,0.536078
76.808327,0.744550,0.523663
77.008286,0.742185,0.522528
77.208244,0.746716,0.523731
77.408195,0.748923,0.522019
77.608154,0.749707,0.521464
77.808113,0.750490,0.530007
78.008064,0.752664,0.569430
78.208023,0.754892,0.593935
78.407982,0.753689,0.578637
78.607941,0.753840,0.577083
78.807892,0.753142,0.570035
79.007851,0.751588,0.537924
79.207809,0.751746,0.535275
79.407761,0.755395,0.593141
79.607719,0.759974,0.633236
79.807678,0.760303,0.635559
80.007637,0.760181,0.635441
80.207588,0.758240,0.620967
80.407547,0.756430,0.604568
